product_id,title,product_type,moissanite,variants,price_min,price_max,sku,admin_url,handle,similar_live_product,similar_live_url
9920681312504,5.50 ct DEW Certified Blue Moissanite Ring Gold Vermeil Limited Time Holiday Offer,Rings,Yes,1,15599.99,15599.99,GH-MOI-00519,https://admin.shopify.com/store/vbvidr-u9/products/9920681312504,550-ct-certified-blue-moissanite-ring-gold-vermeil-limited-time-holiday-offer,Certified 5.5ct VS1 Blue Moissanite Ring for Anniversary Gift in 18K Gold Plated,https://gemhub.in/products/certified-5-5ct-natural-vs1-blue-diamond-ring-for-anniversary-gift-in-18k-gold-p
9920684884216,5.50 ct DEW Princess Cut EGL Certified Blue Moissanite Ring In Gold Vermeil,Rings,Yes,1,15599.99,15599.99,GH-MOI-00472,https://admin.shopify.com/store/vbvidr-u9/products/9920684884216,550-ct-princess-cut-egl-certified-blue-moissanite-ring-in-gold-vermeil,5.5ct DEW Blue Moissanite Princess Solitaire Ring,https://gemhub.in/products/55-ct-blue-moissanite-princess-solitaire-ring-925-sterling-silver-gold-vermeil
9920763330808,5.60 ct DEW Certified Asscher Cut White Moissanite Solitaire Ring Gold Vermeil,Rings,Yes,1,15599.99,15599.99,GH-MOI-00403,https://admin.shopify.com/store/vbvidr-u9/products/9920763330808,560-ct-certified-asscher-cut-white-moissanite-solitaire-ring-gold-vermeil,5.6ct DEW White Moissanite Asscher Solitaire Ring,https://gemhub.in/products/56-ct-white-moissanite-asscher-solitaire-ring-925-sterling-silver-gold-vermeil
9920683278584,5.7 ct DEW Certified White Moissanite Asscher Cut Solitaire Ring Gold Vermeil Wedding,Rings,Yes,1,15599.99,15599.99,GH-MOI-00495,https://admin.shopify.com/store/vbvidr-u9/products/9920683278584,57ct-certified-white-moissanite-asscher-cut-solitaire-ring-gold-vermeil-wedding,5.7ct DEW White Moissanite Asscher Solitaire Ring,https://gemhub.in/products/57-ct-white-moissanite-asscher-solitaire-ring-925-sterling-silver-gold-vermeil
9920686227704,5.70 ct DEW Certified Radiant Cut White Moissanite Solitaire Ring In Gold Vermeil,Rings,Yes,1,15599.99,15599.99,GH-MOI-00448,https://admin.shopify.com/store/vbvidr-u9/products/9920686227704,570ct-certified-radiant-cut-white-moissanite-solitaire-ring-in-gold-vermeil,5.7ct DEW White Moissanite Radiant Solitaire Ring,https://gemhub.in/products/57-ct-white-moissanite-radiant-solitaire-ring-925-sterling-silver-gold-vermeil
9920766705912,5.74 ct DEW Certified Asscher Cut Solitaire White Moissanite Gold Vermeil Ring,Rings,Yes,1,15599.99,15599.99,GH-MOI-00389,https://admin.shopify.com/store/vbvidr-u9/products/9920766705912,574-ct-certified-asscher-cut-solitaire-white-moissanite-gold-vermeil-ring,5.74 ct DEW Asscher Cut Off White Moissanite Ring in – Wedding Gift 18K Gold Plated Ver 18K Gold Plated,https://gemhub.in/products/5-74-ct-asscher-cut-off-white-diamond-ring-in-wedding-gift-18k-gold-plated-ver
9920686522616,5.80 ct DEW Certified Round Cut Blue Moissanite Solitaire Ring In Gold Vermeil,Rings,Yes,1,15599.99,15599.99,GH-MOI-00445,https://admin.shopify.com/store/vbvidr-u9/products/9920686522616,580-ct-certified-round-cut-blue-moissanite-solitaire-ring-in-gold-vermeil,5.80 ct DEW Blue Round Cut Moissanite Ring for Wedding or Anniversary 18K Gold Plated V 18K Gold Plated,https://gemhub.in/products/5-80-ct-blue-round-cut-diamond-ring-for-wedding-or-anniversary-18k-gold-plated-v
9920686194936,5.95 ct DEW Certified Round Cut White Solitaire Moissanite Gold Vermeil Ring,Rings,Yes,1,15599.99,15599.99,GH-MOI-00449,https://admin.shopify.com/store/vbvidr-u9/products/9920686194936,595-ct-certified-round-cut-white-solitaire-moissanite-gold-vermeil-ring,Certified 5.95 ct DEW Round Cut White Moissanite Ring For Mother's Day 18K Gold Plated 18K Gold Plated,https://gemhub.in/products/certified-5-95-ct-round-cut-white-diamond-ring-for-mother-s-day-18k-gold-plated
9920766312696,6.30 ct DEW Certified Asscher Solitaire White Moissanite Gold Vermeil Solitaire Ring,Rings,Yes,1,15599.99,15599.99,GH-MOI-00391,https://admin.shopify.com/store/vbvidr-u9/products/9920766312696,630ct-certified-asscher-solitaire-white-moissanite-gold-vermeil-solitaire-ring,6.30 ct DEW Asscher Cut Off White Moissanite Solitaire Ring in – RARE 18K Gold Plated V 18K Gold Plated,https://gemhub.in/products/6-30-ct-asscher-cut-off-white-diamond-solitaire-ring-in-rare-18k-gold-plated-v
9920682393848,6.30 ct DEW Certified Champagne Moissanite Gold Vermeil Ring Accents Wedding Gift,Rings,Yes,1,15599.99,15599.99,GH-MOI-00504,https://admin.shopify.com/store/vbvidr-u9/products/9920682393848,630-ct-certified-champagne-moissanite-gold-vermeil-ring-accents-wedding-gift,,
